similarity,name,label,study,domain,sub_domain,source,metric,atlas,table_name,table_label,instruction,header,note,unit,type_var,type_data,type_level,type_field,order_display,branching_logic,label_es,instruction_es,header_es,note_es,table_nda,table_nda_5_0,table_redcap,name_nda,name_deap,name_redcap,name_redcap_exp,url_table,url_warn_use,url_warn_data,url_table_warn_use,url_table_warn_data,url_docs_score,name_short,name_stata,identifier_columns,image_assessment,image_brain,json_brain,order_sort
0.501,mh_y_ksads__bpd__bpd1__rcnt__manic__pres_dx,"Diagnosis: Bipolar I disorder, most recent past episode manic (F31.1x) - Present [Youth]",Core,Mental Health,Mood,Youth,,,mh_y_ksads__bpd,KSADS - Bipolar Disorders [Youth],,,,,summary score,character,nominal,,,,,,,,abcd_ksad501,mh_y_ksads_ss,,ksads_2_833_t,,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_y_ksads,,,,,,mh_y_ksads__bpd__bpd1__rcnt__manic__pres_dx,mh_y_ksads_bpd_0050,participant_id | session_id,,,,50
0.501,mh_p_ksads__agor__oth_dx,"Diagnosis: Other specified anxiety disorder, agoraphobia (impairment does not meet full criteria) (F41.8) [Parent]",Core,Mental Health,Anxiety,Parent,,,mh_p_ksads__agor,KSADS - Agoraphobia [Parent],,,,,summary score,character,nominal,,,,,,,,abcd_ksad01 | ksads2daic_use_only_p01,mh_p_ksads_ss,,ksads_6_908_p | ksads2_6_868_p,ksads2_6_868_p,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_p_ksads,,,,,,mh_p_ksads__agor__oth_dx,mh_p_ksads_agor_0014,participant_id | session_id,,,,14
0.497,mh_y_ksads__ocd__past_dx,Diagnosis: Obessive-compulsive disorder (F42) - Past [Youth],Core,Mental Health,Anxiety,Youth,,,mh_y_ksads__ocd,KSADS - Obsessive Compulsive Disorder [Youth],,,,,summary score,character,nominal,,,,,,,,abcd_ksad501 | ksads2daic_use_only01,mh_y_ksads_ss,,ksads_11_918_t | ksads2_11_878_t,ksads2_11_878_y,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_y_ksads,,,,,,mh_y_ksads__ocd__past_dx,mh_y_ksads_ocd_0023,participant_id | session_id,,,,23
0.497,mh_p_ksads__psych__delus__pres_dx,Diagnosis: Delusions - Present [Parent],Core,Mental Health,Psychosis,Parent,,,mh_p_ksads__psych,KSADS - Psychosis [Parent],,,,,summary score,character,nominal,,,,,,,,abcd_ksad01,mh_p_ksads_ss,,ksads_4_828_p,,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_p_ksads,,,,,,mh_p_ksads__psych__delus__pres_dx,mh_p_ksads_psych_0052,participant_id | session_id,,,,52
0.496,mh_p_ksads__gad__oth__mindur__pres_dx,"Diagnosis: Other specified anxiety disorder, generalized anxiety disorder (impairment does not meet minimum duration) (F41.8) - Present [Parent]",Core,Mental Health,Anxiety,Parent,,,mh_p_ksads__gad,KSADS - Generalized Anxiety Disorder [Parent],,,,,summary score,character,nominal,,,,,,,,abcd_ksad01 | ksads2daic_use_only_p01,mh_p_ksads_ss,,ksads_10_913_p | ksads2_10_873_p,ksads2_10_873_p,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_p_ksads,,,,,,mh_p_ksads__gad__oth__mindur__pres_dx,mh_p_ksads_gad_0019,participant_id | session_id,,,,19
0.496,mh_p_ksads__panic__oth__past_dx,"Diagnosis: Other specified anxiety disorder, panic disorder (impairment does not meet full criteria) (F41.8) - Past [Parent]",Core,Mental Health,Anxiety,Parent,,,mh_p_ksads__panic,KSADS - Panic Disorder [Parent],,,,,summary score,character,nominal,,,,,,,,abcd_ksad01 | ksads2daic_use_only_p01,mh_p_ksads_ss,,ksads_5_907_p | ksads2_5_867_p,ksads2_5_867_p,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_p_ksads,,,,,,mh_p_ksads__panic__oth__past_dx,mh_p_ksads_panic_0017,participant_id | session_id,,,,17
0.496,mh_p_ksads__gad__past_dx,Diagnosis: Generalized anxiety disorder (F41.1) - Past [Parent],Core,Mental Health,Anxiety,Parent,,,mh_p_ksads__gad,KSADS - Generalized Anxiety Disorder [Parent],,,,,summary score,character,nominal,,,,,,,,abcd_ksad01 | ksads2daic_use_only_p01,mh_p_ksads_ss,,ksads_10_870_p | ksads2_10_828_p,ksads2_10_828_p,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_p_ksads,,,,,,mh_p_ksads__gad__past_dx,mh_p_ksads_gad_0016,participant_id | session_id,,,,16
0.495,mh_y_ksads__socanx__oth__mindur__pres_dx,"Diagnosis: Other specified anxiety disorder, social anxiety disorder (impairment does not meet minimum duration) (F41.8) - Present [Youth]",Core,Mental Health,Anxiety,Youth,,,mh_y_ksads__socanx,KSADS - Social Anxiety Disorder [Youth],,,,,summary score,character,nominal,,,,,,,,abcd_ksad501 | ksads2daic_use_only01,mh_y_ksads_ss,,ksads_8_911_t | ksads2_8_871_t,ksads2_8_871_y,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_y_ksads,,,,,,mh_y_ksads__socanx__oth__mindur__pres_dx,mh_y_ksads_socanx_0019,participant_id | session_id,,,,19
0.494,mh_y_ksads__ocd__pres_dx,Diagnosis: Obessive-compulsive disorder (F42) - Present [Youth],Core,Mental Health,Anxiety,Youth,,,mh_y_ksads__ocd,KSADS - Obsessive Compulsive Disorder [Youth],,,,,summary score,character,nominal,,,,,,,,abcd_ksad501 | ksads2daic_use_only01,mh_y_ksads_ss,,ksads_11_917_t | ksads2_11_877_t,ksads2_11_877_y,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_y_ksads,,,,,,mh_y_ksads__ocd__pres_dx,mh_y_ksads_ocd_0024,participant_id | session_id,,,,24
0.49,mh_p_ksads__psych__schiz__oth__past_dx,Diagnosis: Unspecified schizophrenia spectrum and other psychotic disorder (F29) - Past [Parent],Core,Mental Health,Psychosis,Parent,,,mh_p_ksads__psych,KSADS - Psychosis [Parent],,,,,summary score,character,nominal,,,,,,,,abcd_ksad01,mh_p_ksads_ss,,ksads_4_852_p,,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_p_ksads,,,,,,mh_p_ksads__psych__schiz__oth__past_dx,mh_p_ksads_psych_0058,participant_id | session_id,,,,58
0.49,mh_y_ksads__socanx__oth__mindur__past_dx,"Diagnosis: Other specified anxiety disorder, social anxiety disorder (impairment does not meet minimum duration) (F41.8) - Past [Youth]",Core,Mental Health,Anxiety,Youth,,,mh_y_ksads__socanx,KSADS - Social Anxiety Disorder [Youth],,,,,summary score,character,nominal,,,,,,,,abcd_ksad501 | ksads2daic_use_only01,mh_y_ksads_ss,,ksads_8_912_t | ksads2_8_872_t,ksads2_8_872_y,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_y_ksads,,,,,,mh_y_ksads__socanx__oth__mindur__past_dx,mh_y_ksads_socanx_0018,participant_id | session_id,,,,18
0.489,mh_y_ksads__bpd__bpd1__curmanic__pres_dx,"Diagnosis: Bipolar I disorder, current episode manic (F31.1x) - Present [Youth]",Core,Mental Health,Mood,Youth,,,mh_y_ksads__bpd,KSADS - Bipolar Disorders [Youth],,,,,summary score,character,nominal,,,,,,,,abcd_ksad501 | ksads2daic_use_only01,mh_y_ksads_ss,,ksads_2_830_t | ksads2_2_798_t,ksads2_2_798_y,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_y_ksads,,,,,,mh_y_ksads__bpd__bpd1__curmanic__pres_dx,mh_y_ksads_bpd_0048,participant_id | session_id,,,,48
0.489,mh_p_ksads__bpd__bpd2__curdep__partrem_dx,"Diagnosis: Bipolar II disorder, currently depressed (F31.81) - Partial remission [Parent]",Core,Mental Health,Mood,Parent,,,mh_p_ksads__bpd,KSADS - Bipolar Disorders [Parent],,,,,summary score,character,nominal,,,,,,,,ksads2daic_use_only_p01,mh_p_ksads_ss,,ksads2_2_936_p,ksads2_2_936_p,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_p_ksads,,,,,,mh_p_ksads__bpd__bpd2__curdep__partrem_dx,mh_p_ksads_bpd_0053,participant_id | session_id,,,,53
0.488,mh_p_ksads__socanx__oth__mindur__pres_dx,"Diagnosis: Other specified anxiety disorder, social anxiety disorder (impairment does not meet minimum duration) (F41.8) - Present [Parent]",Core,Mental Health,Anxiety,Parent,,,mh_p_ksads__socanx,KSADS - Social Anxiety Disorder [Parent],,,,,summary score,character,nominal,,,,,,,,abcd_ksad01 | ksads2daic_use_only_p01,mh_p_ksads_ss,,ksads_8_911_p | ksads2_8_871_p,ksads2_8_871_p,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_p_ksads,,,,,,mh_p_ksads__socanx__oth__mindur__pres_dx,mh_p_ksads_socanx_0019,participant_id | session_id,,,,19
0.488,mh_p_ksads__gad__oth__mindur__past_dx,"Diagnosis: Other specified anxiety disorder, generalized anxiety disorder (impairment does not meet minimum duration) (F41.8) - Past [Parent]",Core,Mental Health,Anxiety,Parent,,,mh_p_ksads__gad,KSADS - Generalized Anxiety Disorder [Parent],,,,,summary score,character,nominal,,,,,,,,abcd_ksad01 | ksads2daic_use_only_p01,mh_p_ksads_ss,,ksads_10_914_p | ksads2_10_874_p,ksads2_10_874_p,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_p_ksads,,,,,,mh_p_ksads__gad__oth__mindur__past_dx,mh_p_ksads_gad_0018,participant_id | session_id,,,,18
0.488,su_y_ksads__dud__unspec__pres_dx,Diagnosis: Unspecified substance related disorder (F10.99) - Present [Youth],Core,Substance Use,SU Consequence,Youth,,,su_y_ksads__dud,KSADS - Drug Use Disorders [Youth],,,,,summary score,character,nominal,,,,,,,,abcd_ksad501 | ksads2daic_use_only01,mh_y_ksads_ss,,ksads_20_893_t | ksads2_20_851_t,ksads2_20_851_y,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/su.html#su_y_ksads__dud,,,,,,su_y_ksads__dud__unspec__pres_dx,su_y_ksads_dud_0359,participant_id | session_id,,,,359
0.486,mh_y_ksads__bpd__bpd2__oth__nomdd_dx,"Diagnosis: Other specified bipolar and related disorder, meets criteria for bipolar II disorder (except never had major depressive episode) (F31.9) [Youth]",Core,Mental Health,Mood,Youth,,,mh_y_ksads__bpd,KSADS - Bipolar Disorders [Youth],,,,,summary score,character,nominal,,,,,,,,ksads2daic_use_only01,mh_y_ksads_ss,,ksads2_2_932_t,ksads2_2_932_y,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_y_ksads,,,,,,mh_y_ksads__bpd__bpd2__oth__nomdd_dx,mh_y_ksads_bpd_0058,participant_id | session_id,,,,58
0.486,mh_y_ksads__ocd__oth__pres_dx,Diagnosis: Other specified obessive-compulsive and related disorder (impairment does not meet full criteria) (F42) - Present [Youth],Core,Mental Health,Anxiety,Youth,,,mh_y_ksads__ocd,KSADS - Obsessive Compulsive Disorder [Youth],,,,,summary score,character,nominal,,,,,,,,abcd_ksad501 | ksads2daic_use_only01,mh_y_ksads_ss,,ksads_11_919_t | ksads2_11_879_t,ksads2_11_879_y,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_y_ksads,,,,,,mh_y_ksads__ocd__oth__pres_dx,mh_y_ksads_ocd_0026,participant_id | session_id,,,,26
0.486,mh_y_ksads__panic__pres_dx,Diagnosis: Panic disorder (F41.0) - Present [Youth],Core,Mental Health,Anxiety,Youth,,,mh_y_ksads__panic,KSADS - Panic Disorder [Youth],,,,,summary score,character,nominal,,,,,,,,abcd_ksad501 | ksads2daic_use_only01,mh_y_ksads_ss,,ksads_5_857_t | ksads2_5_814_t,ksads2_5_814_y,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_y_ksads,,,,,,mh_y_ksads__panic__pres_dx,mh_y_ksads_panic_0015,participant_id | session_id,,,,15
0.484,mh_y_ksads__dep__pdd__pres_dx,Diagnosis: Persistent depressive disorder (Dysthymia) (F34.1) - Present [Youth],Core,Mental Health,Mood,Youth,,,mh_y_ksads__dep,KSADS - Depressive Disorders [Youth],,,,,summary score,character,nominal,,,,,,,,abcd_ksad501 | ksads2daic_use_only01,mh_y_ksads_ss,,ksads_1_843_t | ksads2_1_793_t,ksads2_1_793_y,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_y_ksads,,,,,,mh_y_ksads__dep__pdd__pres_dx,mh_y_ksads_dep_0045,participant_id | session_id,,,,45
0.484,mh_p_ksads__psych__delus__past_dx,Diagnosis: Delusions - Past [Parent],Core,Mental Health,Psychosis,Parent,,,mh_p_ksads__psych,KSADS - Psychosis [Parent],,,,,summary score,character,nominal,,,,,,,,abcd_ksad01,mh_p_ksads_ss,,ksads_4_829_p,,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_p_ksads,,,,,,mh_p_ksads__psych__delus__past_dx,mh_p_ksads_psych_0051,participant_id | session_id,,,,51
0.483,mh_y_ksads__dep__pdd__past_dx,Diagnosis: Persistent depressive disorder (Dysthymia) (F34.1) - Past [Youth],Core,Mental Health,Mood,Youth,,,mh_y_ksads__dep,KSADS - Depressive Disorders [Youth],,,,,summary score,character,nominal,,,,,,,,abcd_ksad501 | ksads2daic_use_only01,mh_y_ksads_ss,,ksads_1_845_t | ksads2_1_795_t,ksads2_1_795_y,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_y_ksads,,,,,,mh_y_ksads__dep__pdd__past_dx,mh_y_ksads_dep_0044,participant_id | session_id,,,,44
0.482,mh_p_ksads__bpd__bpd1__curdep__partrem_dx,"Diagnosis: Bipolar I disorder, currently depressed (F31.3x) - Partial remission [Parent]",Core,Mental Health,Mood,Parent,,,mh_p_ksads__bpd,KSADS - Bipolar Disorders [Parent],,,,,summary score,character,nominal,,,,,,,,ksads2daic_use_only_p01,mh_p_ksads_ss,,ksads2_2_937_p,ksads2_2_937_p,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_p_ksads,,,,,,mh_p_ksads__bpd__bpd1__curdep__partrem_dx,mh_p_ksads_bpd_0046,participant_id | session_id,,,,46
0.482,mh_p_ksads__bpd__unspec__pres_dx,Diagnosis: Unspecified bipolar and related disorder (F31.9) - Present [Parent],Core,Mental Health,Mood,Parent,,,mh_p_ksads__bpd,KSADS - Bipolar Disorders [Parent],,,,,summary score,character,nominal,,,,,,,,abcd_ksad01,mh_p_ksads_ss,,ksads_2_838_p,,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_p_ksads,,,,,,mh_p_ksads__bpd__unspec__pres_dx,mh_p_ksads_bpd_0060,participant_id | session_id,,,,60
0.482,mh_y_ksads__ocd__oth__past_dx,Diagnosis: Other specified obessive-compulsive and related disorder (impairment does not meet full criteria) (F42) - Past [Youth],Core,Mental Health,Anxiety,Youth,,,mh_y_ksads__ocd,KSADS - Obsessive Compulsive Disorder [Youth],,,,,summary score,character,nominal,,,,,,,,abcd_ksad501 | ksads2daic_use_only01,mh_y_ksads_ss,,ksads_11_920_t | ksads2_11_880_t,ksads2_11_880_y,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_y_ksads,,,,,,mh_y_ksads__ocd__oth__past_dx,mh_y_ksads_ocd_0025,participant_id | session_id,,,,25
0.482,mh_y_ksads__panic__past_dx,Diagnosis: Panic disorder (F41.0) - Past [Youth],Core,Mental Health,Anxiety,Youth,,,mh_y_ksads__panic,KSADS - Panic Disorder [Youth],,,,,summary score,character,nominal,,,,,,,,abcd_ksad501 | ksads2daic_use_only01,mh_y_ksads_ss,,ksads_5_858_t | ksads2_5_816_t,ksads2_5_816_y,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_y_ksads,,,,,,mh_y_ksads__panic__past_dx,mh_y_ksads_panic_0014,participant_id | session_id,,,,14
0.481,mh_y_ksads__suic__actv__pres_dx,"Diagnosis: Suicidal ideation, active non-specific - Present [Youth]",Core,Mental Health,Harm,Youth,,,mh_y_ksads__suic,KSADS - Suicidality [Youth],,,,,summary score,character,nominal,,,,,,,,abcd_ksad501 | ksads2daic_use_only01,mh_y_ksads_ss,,ksads_23_947_t | ksads2_23_907_t,ksads2_23_907_y,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_y_ksads,,,,,,mh_y_ksads__suic__actv__pres_dx,mh_y_ksads_suic_0037,participant_id | session_id,,,,37
0.481,mh_p_ksads__dep__mdd__partrem_dx,Diagnosis: Major depressive disorder (F32.4) - Partial remission [Parent],Core,Mental Health,Mood,Parent,,,mh_p_ksads__dep,KSADS - Depressive Disorders [Parent],,,,,summary score,character,nominal,,,,,,,,abcd_ksad01 | ksads2daic_use_only_p01,mh_p_ksads_ss,,ksads_1_841_p | ksads2_1_791_p,ksads2_1_791_p,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_p_ksads,,,,,,mh_p_ksads__dep__mdd__partrem_dx,mh_p_ksads_dep_0043,participant_id | session_id,,,,43
0.477,mh_p_ksads__socanx__oth__mindur__past_dx,"Diagnosis: Other specified anxiety disorder, social anxiety disorder (impairment does not meet minimum duration) (F41.8) - Past [Parent]",Core,Mental Health,Anxiety,Parent,,,mh_p_ksads__socanx,KSADS - Social Anxiety Disorder [Parent],,,,,summary score,character,nominal,,,,,,,,abcd_ksad01 | ksads2daic_use_only_p01,mh_p_ksads_ss,,ksads_8_912_p | ksads2_8_872_p,ksads2_8_872_p,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_p_ksads,,,,,,mh_p_ksads__socanx__oth__mindur__past_dx,mh_p_ksads_socanx_0018,participant_id | session_id,,,,18
0.477,mh_y_ksads__suic__actv__past_dx,"Diagnosis: Suicidal ideation, active non-specific - Past [Youth]",Core,Mental Health,Harm,Youth,,,mh_y_ksads__suic,KSADS - Suicidality [Youth],,,,,summary score,character,nominal,,,,,,,,abcd_ksad501 | ksads2daic_use_only01,mh_y_ksads_ss,,ksads_23_958_t | ksads2_23_918_t,ksads2_23_918_y,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_y_ksads,,,,,,mh_y_ksads__suic__actv__past_dx,mh_y_ksads_suic_0036,participant_id | session_id,,,,36
0.476,su_y_ksads__dud__unspec__past_dx,Diagnosis: Unspecified substance related disorder (F10.99) - Past [Youth],Core,Substance Use,SU Consequence,Youth,,,su_y_ksads__dud,KSADS - Drug Use Disorders [Youth],,,,,summary score,character,nominal,,,,,,,,abcd_ksad501 | ksads2daic_use_only01,mh_y_ksads_ss,,ksads_20_894_t | ksads2_20_852_t,ksads2_20_852_y,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/su.html#su_y_ksads__dud,,,,,,su_y_ksads__dud__unspec__past_dx,su_y_ksads_dud_0358,participant_id | session_id,,,,358
0.476,su_y_ksads__dud__illdrg__pres_dx,Diagnosis: Other drugs use disorder - Present [Youth],Core,Substance Use,SU Consequence,Youth,,,su_y_ksads__dud,KSADS - Drug Use Disorders [Youth],,,,,summary score,character,nominal,,,,,,,,abcd_ksad501 | ksads2daic_use_only01,mh_y_ksads_ss,,ksads_20_879_t | ksads2_20_837_t,ksads2_20_837_y,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/su.html#su_y_ksads__dud,,,,,,su_y_ksads__dud__illdrg__pres_dx,su_y_ksads_dud_0343,participant_id | session_id,,,,343
0.475,mh_y_ksads__ptsd__oth__pres_dx,"Diagnosis: Other specified trauma and stressor related disorder, PTSD (impairment does not meet full criteria) (F43.8) - Present [Youth]",Core,Mental Health,Stress,Youth,,,mh_y_ksads__ptsd,KSADS - Post-Traumatic Stress Disorder [Youth],,,,,summary score,character,nominal,,,,,,,,abcd_ksad501 | ksads2daic_use_only01,mh_y_ksads_ss,,ksads_21_923_t | ksads2_21_884_t,ksads2_21_884_y,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_y_ksads,,,,,,mh_y_ksads__ptsd__oth__pres_dx,mh_y_ksads_ptsd_0060,participant_id | session_id,,,,60
0.475,mh_p_ksads__psych__aps__pres_dx,Diagnosis: Associated psychotic symptoms - Present [Parent],Core,Mental Health,Psychosis,Parent,,,mh_p_ksads__psych,KSADS - Psychosis [Parent],,,,,summary score,character,nominal,,,,,,,,abcd_ksad01,mh_p_ksads_ss,,ksads_4_849_p,,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_p_ksads,,,,,,mh_p_ksads__psych__aps__pres_dx,mh_p_ksads_psych_0050,participant_id | session_id,,,,50
0.475,su_y_ksads__dud__tranq__past_dx,"Diagnosis: Sedative, hypnotic or anxiolytic use disorder - Past [Youth]",Core,Substance Use,SU Consequence,Youth,,,su_y_ksads__dud,KSADS - Drug Use Disorders [Youth],,,,,summary score,character,nominal,,,,,,,,abcd_ksad501 | ksads2daic_use_only01,mh_y_ksads_ss,,ksads_20_882_t | ksads2_20_840_t,ksads2_20_840_y,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/su.html#su_y_ksads__dud,,,,,,su_y_ksads__dud__tranq__past_dx,su_y_ksads_dud_0356,participant_id | session_id,,,,356
0.475,mh_p_ksads__psych__schizaffct__pres_dx,Diagnosis: Schizoaffective disorder (F25.0) - Present [Parent],Core,Mental Health,Psychosis,Parent,,,mh_p_ksads__psych,KSADS - Psychosis [Parent],,,,,summary score,character,nominal,,,,,,,,ksads2daic_use_only_p01,mh_p_ksads_ss,,ksads2_4_807_p,ksads2_4_807_p,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_p_ksads,,,,,,mh_p_ksads__psych__schizaffct__pres_dx,mh_p_ksads_psych_0056,participant_id | session_id,,,,56
0.474,mh_p_ksads__phobia__pres_dx,Diagnosis: Specific phobia (F40.2XX) - Present [Parent],Core,Mental Health,Anxiety,Parent,,,mh_p_ksads__phobia,KSADS - Specific Phobia [Parent],,,,,summary score,character,nominal,,,,,,,,abcd_ksad01 | ksads2daic_use_only_p01,mh_p_ksads_ss,,ksads_9_867_p | ksads2_9_825_p,ksads2_9_825_p,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_p_ksads,,,,,,mh_p_ksads__phobia__pres_dx,mh_p_ksads_phobia_0013,participant_id | session_id,,,,13
0.474,mh_y_ksads__socanx__pres_dx,Diagnosis: Social anxiety disorder (F40.10) - Present [Youth],Core,Mental Health,Anxiety,Youth,,,mh_y_ksads__socanx,KSADS - Social Anxiety Disorder [Youth],,,,,summary score,character,nominal,,,,,,,,abcd_ksad501 | ksads2daic_use_only01,mh_y_ksads_ss,,ksads_8_863_t | ksads2_8_821_t,ksads2_8_821_y,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_y_ksads,,,,,,mh_y_ksads__socanx__pres_dx,mh_y_ksads_socanx_0017,participant_id | session_id,,,,17
0.474,su_y_ksads__dud__stim__pres_dx,Diagnosis: Stimulant use disorder: Amphetamine-type substance - Present [Youth],Core,Substance Use,SU Consequence,Youth,,,su_y_ksads__dud,KSADS - Drug Use Disorders [Youth],,,,,summary score,character,nominal,,,,,,,,abcd_ksad501 | ksads2daic_use_only01,mh_y_ksads_ss,,ksads_20_872_t | ksads2_20_830_t,ksads2_20_830_y,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/su.html#su_y_ksads__dud,,,,,,su_y_ksads__dud__stim__pres_dx,su_y_ksads_dud_0355,participant_id | session_id,,,,355
0.473,mh_y_ksads__dep__pdd__partrem_dx,Diagnosis: Persistent depressive disorder (Dysthymia) (F34.1) - Partial remission [Youth],Core,Mental Health,Mood,Youth,,,mh_y_ksads__dep,KSADS - Depressive Disorders [Youth],,,,,summary score,character,nominal,,,,,,,,abcd_ksad501 | ksads2daic_use_only01,mh_y_ksads_ss,,ksads_1_844_t | ksads2_1_794_t,ksads2_1_794_y,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_y_ksads,,,,,,mh_y_ksads__dep__pdd__partrem_dx,mh_y_ksads_dep_0046,participant_id | session_id,,,,46
0.472,mh_p_ksads__ocd__past_dx,Diagnosis: Obessive-compulsive disorder (F42) - Past [Parent],Core,Mental Health,Anxiety,Parent,,,mh_p_ksads__ocd,KSADS - Obsessive Compulsive Disorder [Parent],,,,,summary score,character,nominal,,,,,,,,abcd_ksad01 | ksads2daic_use_only_p01,mh_p_ksads_ss,,ksads_11_918_p | ksads2_11_878_p,ksads2_11_878_p,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_p_ksads,,,,,,mh_p_ksads__ocd__past_dx,mh_p_ksads_ocd_0023,participant_id | session_id,,,,23
0.472,mh_p_ksads__suic__actv__pres_dx,"Diagnosis: Suicidal ideation, active non-specific - Present [Parent]",Core,Mental Health,Harm,Parent,,,mh_p_ksads__suic,KSADS - Suicidality [Parent],,,,,summary score,character,nominal,,,,,,,,abcd_ksad01 | ksads2daic_use_only_p01,mh_p_ksads_ss,,ksads_23_947_p | ksads2_23_907_p,ksads2_23_907_p,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_p_ksads,,,,,,mh_p_ksads__suic__actv__pres_dx,mh_p_ksads_suic_0037,participant_id | session_id,,,,37
0.472,mh_p_ksads__socanx__pres_dx,Diagnosis: Social anxiety disorder (F40.10) - Present [Parent],Core,Mental Health,Anxiety,Parent,,,mh_p_ksads__socanx,KSADS - Social Anxiety Disorder [Parent],,,,,summary score,character,nominal,,,,,,,,abcd_ksad01 | ksads2daic_use_only_p01,mh_p_ksads_ss,,ksads_8_863_p | ksads2_8_821_p,ksads2_8_821_p,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_p_ksads,,,,,,mh_p_ksads__socanx__pres_dx,mh_p_ksads_socanx_0017,participant_id | session_id,,,,17
0.471,mh_p_ksads__ocd__oth__pres_dx,Diagnosis: Other specified obessive-compulsive and related disorder (impairment does not meet full criteria) (F42) - Present [Parent],Core,Mental Health,Anxiety,Parent,,,mh_p_ksads__ocd,KSADS - Obsessive Compulsive Disorder [Parent],,,,,summary score,character,nominal,,,,,,,,abcd_ksad01 | ksads2daic_use_only_p01,mh_p_ksads_ss,,ksads_11_919_p | ksads2_11_879_p,ksads2_11_879_p,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_p_ksads,,,,,,mh_p_ksads__ocd__oth__pres_dx,mh_p_ksads_ocd_0026,participant_id | session_id,,,,26
0.471,mh_y_ksads__ed__bulim__oth__mindur__past_dx,"Diagnosis: Other specified feeding or eating disorder, bulimia nervosa (low frequency or limited duration) (F50.8) - Past [Youth]",Core,Mental Health,Eating,Youth,,,mh_y_ksads__ed,KSADS - Eating Disorders [Youth],,,,,summary score,character,nominal,,,,,,,,abcd_ksad501 | ksads2daic_use_only01,mh_y_ksads_ss,,ksads_13_943_t | ksads2_13_903_t,ksads2_13_903_y,,,https://docs.abcdstudy.org/latest/documentation/non_imaging/mh.html#mh_y_ksads,,,,,,mh_y_ksads__ed__bulim__oth__mindur__past_dx,mh_y_ksads_ed_0039,participant_id | session_id,,,,39
